timestamp,activity,id_model,id_exec,action,n_action
2019-12-27 16:47:08.131,begin_of_activity,idmodel_677179finale,idexec_67717920191227164708120,act_ShellBoundsCommand,1
2019-12-27 16:47:08.131,end_of_activity,idmodel_677179finale,idexec_67717920191227164708120,act_ShellBoundsCommand,1
2019-12-27 16:50:54.881,begin_of_activity,idmodel_677179finale,idexec_67717920191227164708120,act_ShellBoundsCommand,2
2019-12-27 16:50:55.844,end_of_activity,idmodel_677179finale,idexec_67717920191227164708120,act_ShellBoundsCommand,2
2019-12-27 16:54:51.642,end_of_process,idmodel_677179finale,idexec_67717920191227164708120,none,none
2019-12-27 16:54:11.940,begin_of_process,idmodel_677179finale,idexec_67717920191227165411940,none,none
2019-12-27 16:54:11.951,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ShellBoundsCommand,1
2019-12-27 16:54:11.951,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ShellBoundsCommand,1
2019-12-27 16:56:07.003,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_FileOpenCommand,1
2019-12-27 16:56:07.003,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_FileOpenCommand,1
2019-12-27 16:56:07.462,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_MoveCaretCommand,1
2019-12-27 16:56:07.462,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_MoveCaretCommand,1
2019-12-27 16:56:57.166,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_FileOpenCommand,2
2019-12-27 16:56:57.166,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_FileOpenCommand,2
2019-12-27 16:56:57.610,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_MoveCaretCommand,2
2019-12-27 16:56:57.610,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_MoveCaretCommand,2
2019-12-27 16:57:53.824,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ecfluoriteannotateCommand,1
2019-12-27 16:57:53.824,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ecfluoriteannotateCommand,1
2019-12-27 16:58:15.819,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ecfluoriteannotateCommand,2
2019-12-27 16:58:15.819,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ecfluoriteannotateCommand,2
2019-12-27 16:58:40.369,begin_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ShellBoundsCommand,2
2019-12-27 16:58:40.419,end_of_activity,idmodel_677179finale,idexec_67717920191227165411940,act_ShellBoundsCommand,2
2019-12-27 17:03:18.798,end_of_process,idmodel_677179finale,idexec_67717920191227165411940,none,none
2019-12-28 15:36:48.676,begin_of_process,idmodel_677179finale,idexec_67717920191228153648676,none,none
2019-12-28 15:36:48.687,begin_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_ShellBoundsCommand,1
2019-12-28 15:36:48.687,end_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_ShellBoundsCommand,1
2019-12-28 15:37:45.065,begin_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_FileOpenCommand,1
2019-12-28 15:37:45.065,end_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_FileOpenCommand,1
2019-12-28 15:37:45.416,begin_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_MoveCaretCommand,1
2019-12-28 15:37:45.416,end_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_MoveCaretCommand,1
2019-12-28 15:37:46.456,begin_of_activity,idmodel_677179finale,idexec_67717920191228153648676,act_MoveCaretCommand,2
